0x00000000	Reset
0x0021DDC8	TSWGroupDriver::GetPrinterID(void)
0x0021DF08	TSWGroupDriver::ImageBand(PixelMap *, Rect const *)
0x0021E140	TSWGroupDriver::InitializeConnection(void)
0x0021E26C	TSWGroupDriver::InitializeFields(void)
0x0021E294	TSWGroupDriver::IsProblemResolved(void)
0x0021E2EC	TSWGroupDriver::Open(void)
0x0021E470	TSWGroupDriver::OpenPage(void)
0x0021E48C	TSWGroupDriver::PrinterCanPrint(void)
0x0021E4F4	TSWGroupDriver::Close(void)
0x0021E5B0	TSWGroupDriver::ReleaseConnection(void)
0x0021E5DC	TSWGroupDriver::SendCommand(char)
0x0021E5FC	TSWGroupDriver::SendData(char *, long)
0x0021E67C	TSWGroupDriver::SendImmediateCommand(char)
0x0021E714	TSWGroupDriver::Receive(char *, long)
0x0021E7A4	TSWGroupDriver::ShiftToHighSpeed(void)
0x0021E8AC	TSWGroupDriver::StillPrinting(void)
0x0021E938	TSWGroupDriver::UpdateFreeBuff(void)
0x0021E988	TSWGroupDriver::WaitPrinterBuffer(long)
0x0021E9FC	TSWGroupDriver::FaxEndPage(long)
0x0021EA04	TSWGroupDriver::ClosePage(void)
0x0021EA24	TSWGroupDriver::ConnectToPrinter(void)
0x0021EA58	TSWGroupDriver::ContinueIO(void)
0x0021EA8C	TSWGroupDriver::Delete(void)
0x0021EA9C	TSWGroupDriver::DoHandleProblem(void)
0x0021EB6C	TSWGroupDriver::ErrorIsProblem(void)
0x0021EB98	TSWGroupDriver::GetBandPrefs(DotPrinterPrefs *)
0x0021EBB8	TestScrub(TDArray *, FRect *, UnitInterpretation *)
0x0021EDF0	Interpolate(FPoint *, FPoint *, long, FPoint *)
0x0021EE64	TestCarets(TDArray *, UnitInterpretation *)
0x0021F0FC	TestLine(TDArray *, UnitInterpretation *)
0x0021F170	InitTurnData(TurnData *)
0x0021F17C	NewTurn(TurnData *, FPoint, FPoint)
0x0021F1A8	ExtendTurn(TurnData *, FPoint)
0x0021F1B4	EndTurn(TurnData *, FPoint)
0x0021F218	ValidTurnSequence(TurnData *)
0x0021F28C	TClickUnit::Dump(TMsg *)
0x0021F2E4	TClickUnit::CountStrokes(void)
0x0021F2EC	TClickUnit::GetStroke(unsigned long)
0x0021F2F4	TClickUnit::OwnsStroke(void)
0x0021F2FC	TClickEventUnit::Make(TDomain *, unsigned long, TArray *) static
0x0021F374	TClickEventUnit::IClickEventUnit(TDomain *, unsigned long, TArray *)
0x0021F3B4	TClickEventUnit::Event(void)
0x0021F3F8	TClickEventUnit::ClearEvent(void)
0x0021F434	TClickEventUnit::Dump(TMsg *)
0x0021F518	TClickUnit::Make(TDomain *, unsigned long, TStroke *, TArray *) static
0x0021F5A0	TClickUnit::IClickUnit(TDomain *, unsigned long, TStroke *, TArray *)
0x0021F608	TClickUnit::MarkUnit(TUnitList *, unsigned long)
0x0021F640	TClickUnit::IDispose(void)
0x0021F67C	TStdWordUnit::IStdWordUnit(TDomain *, unsigned long, TArray *, unsigned long)
0x0021F6A8	GetInterpretationsCopy(TStdWordUnit *)
0x0021F78C	SetInterpretationsCopy(TStdWordUnit *, TDArray *)
0x0021F8D8	DeleteInterpretationsCopy(TDArray *)
0x0021F93C	TStdWordUnit::GetParam(unsigned long)
0x0021F944	TStdWordUnit::SetParam(UnitInterpretation *, unsigned long, char *)
0x0021F948	TStdWordUnit::GetWordBase(FPoint *, FPoint *, unsigned long)
0x0021F988	TStdWordUnit::GetWordSlant(unsigned long)
0x0021F990	TStdWordUnit::GetWordSize(unsigned long)
0x0021F998	TStdWordUnit::EndUnit(void)
0x0021F9C4	TStdWordUnit::ReinforceWordChoice(long)
0x0021F9C8	TStdWordUnit::SizeInBytes(void)
0x0021FA38	TStdWordUnit::GetTrainingData(long)
0x0021FA40	TStdWordUnit::DisposeTrainingData(char **)
0x0021FA44	TStdWordUnit::GetString(unsigned long)
0x0021FA6C	TStdWordUnit::SetWordString(unsigned long, unsigned short *)
0x0021FAD0	TStdWordUnit::SetCharWordString(unsigned long, char *)
0x0021FB40	TStdWordUnit::Dump(TMsg *)
0x0021FB44	TStdWordUnit::AddWordInterpretation(void)
0x0021FB54	TStdWordUnit::InsertWordInterpretation(unsigned long)
0x0021FC28	TStdWordUnit::DeleteInterpretation(unsigned long)
0x0021FC7C	TStrXrDomain::Make(TController *) static
0x0021FCC4	TStrXrDomain::IStrXrDomain(TController *)
0x0021FD74	TStrXrDomain::ReclassifyStrXr(TStrXrUnit *)
0x0021FD94	TStrXrDomain::StartWord(TStrokeUnit *)
0x0021FE10	TStrXrDomain::GroupOnLineSegmentation(TUnit *)
0x0021FE18	TStrXrDomain::GroupBoxedSegmentation(TUnit *)
0x0021FE60	TStrXrDomain::AddStrokeToBoxedWord(TStrokeUnit *)
0x0021FF30	TStrXrDomain::BoxHit(TStrokeUnit *)
0x00220080	SetStrXrFieldType(unsigned long, STRXRPARAM *)
0x00220210	TStrXrDomain::Dispose(void)
0x00220214	TStrXrDomain::Classify(TUnit *)
0x0022024C	TStrXrDomain::Reclassify(TUnit *)
0x002202E0	TStrXrDomain::Group(TUnit *, dInfoRec *)
0x00220344	TStrXrDomain::PreGroup(TUnit *)
0x0022037C	TStrXrDomain::DomainParameter(unsigned long, unsigned long, unsigned long)
0x00220A4C	TStrXrDomain::SetParameters(char **)
0x00220BA0	TStrXrDomain::ClassifyStrXr(TStrXrUnit *)
0x00220BCC	TStrXrUnit::Make(TDomain *, unsigned long, TArray *) static
0x00220C44	TStrXrUnit::IStrXrUnit(TDomain *, unsigned long, TArray *)
0x00220D2C	TStrXrUnit::IDispose(void)
0x00220DC0	TStrXrUnit::Dump(TMsg *)
0x00220E08	TStrXrUnit::SizeInBytes(void)
0x00220E80	SampleX(SamplePt *)
0x00220E94	TStrokeDomain::Make(TController *) static
0x00220EDC	TStrokeDomain::IStrokeDomain(TController *)
0x00220F28	TStrokeUnit::CountStrokes(void)
0x00220F30	TStrokeUnit::GetStroke(unsigned long)
0x00220F38	TStrokeUnit::OwnsStroke(void)
0x00220F40	TStrokeUnit::ContextID(void)
0x00220F48	TStrokeUnit::SetContextID(unsigned long)
0x00220F50	TStrokeUnit::GetAllStrokes(void)
0x00220F94	TStrokeUnit::Dump(TMsg *)
0x00220F98	TStrokeUnit::IsCircle(FPoint *, long *, unsigned long *)
0x0022105C	TStrokeDomain::Dispose(void)
0x00221060	PtsonCircle(TArray *, FPoint *, long, unsigned long *)
0x00221118	TraceContour(TArray *, FPoint *)
0x002211E4	ooops(void)
0x002211E8	GetQuadPoint(FPoint *, FPoint *)
0x00221240	NextQuad(unsigned long, unsigned long, long *)
0x002212E4	TStrokeUnit::IsEllipse(FPoint *, long *, long *, long *, unsigned long *)
0x00221464	SetupEllipseSystem(TArray *, long, long, long, long, long *, long *)
0x00221800	PtsonEllipse(TArray *, FPoint *, FPoint *, long, unsigned long *)
0x00221968	MakeEllipseTemplate(FRect *, long *, FPoint *, FPoint *, FPoint *, long *, long *, long *, long *)
0x00221DC0	TStrokeDomain::Group(TUnit *, dInfoRec *)
0x00221EC0	TStrokeDomain::Classify(TUnit *)
0x00221EC8	TStrokeUnit::Make(TDomain *, unsigned long, TStroke *, TArray *) static
0x00221F50	TStrokeUnit::IStrokeUnit(TDomain *, unsigned long, TStroke *, TArray *)
0x00221FD0	TStrokeUnit::IDispose(void)
0x00222008	TStrokeUnit::SizeInBytes(void)
0x002220A4	TStrokeUnit::GetPts(void)
0x0022212C	SampleY(SamplePt *)
0x00222140	GetPoint(SamplePt *, FPoint *)
0x0022216C	SetPoint(SamplePt *, FPoint *)
0x002221D8	TestFlag(SamplePt *, unsigned long)
0x002221F0	SetFlag(SamplePt *, unsigned long)
0x00222220	UnsetFlag(SamplePt *, unsigned long)
0x00222254	TStroke::Make(unsigned long) static
0x002222C4	TStroke::IStroke(unsigned long)
0x00222370	TStroke::IDispose(void)
0x002223C0	TStroke::SizeInBytes(void)
0x002223C4	SampleP(SamplePt *)
0x002223F0	TStroke::Bifurcate(void)
0x00222484	TStroke::TryToAddPoint(void)
0x002224C0	TStroke::AddPoint(TabPt *)
0x0022277C	TStroke::EndStroke(void)
0x002227C0	TStroke::GetPoint(long)
0x002227C8	TStroke::GetTabPt(long, TabPt *)
0x00222858	TStroke::GetFPoint(long, FPoint *)
0x002228A0	TStroke::Rotate(long)
0x002229B4	TStroke::Scale(long, long)
0x00222AF8	TStroke::Draw(void)
0x00222C6C	TStroke::Map(FRect *)
0x00222D98	TStroke::Offset(long, long)
0x00222E8C	SetSampleX(SamplePt *, long)
0x00222EC4	TStroke::UpdateBBox(void)
0x00222F64	TStroke::Done(void)
0x00222F6C	TSStroke::AddPoint(TabPt *)
0x00223014	SetSampleY(SamplePt *, long)
0x0022304C	TSStroke::Make(unsigned long) static
0x002230E8	SetTabPt(SamplePt *, TabPt *)
0x002231E0	FindEquations(TGeneralShapeUnit *, long *, EqSystem *, GSType *, unsigned long *, long *)
0x00223F58	DirSumEqs(long, SideMap *, AngCluster *, unsigned char *, unsigned char *, EqSystem *)
0x0022483C	FamilyRotEqs(AngCluster *, long, unsigned char, long, TDArray *, SideMap *, unsigned char *, EqSystem *, long *)
0x00224F74	FamilyReflEqs(AngCluster *, long, unsigned char, long, TDArray *, unsigned char *, EqSystem *)
0x00225268	FindCoords(long, unsigned char, long, TDArray *, long *, long *)
0x002252F0	GenAuxEqs(long, GeneralPt *, GeneralPt *, long *)
0x0022531C	GenTopLevEqs(long, long, long, long *)
0x00225330	NewCoeffs(EqSystem *)
0x002253B4	GenSameAngEqs(long, long, unsigned char, long, long, long, long, EqSystem *)
0x0022546C	GenSlopeEqs(long, long, unsigned char, long, EqSystem *)
0x00225514	GenAlignEqs(long, long, EqSystem *)
0x00225560	PlugNewVals(TGeneralShapeUnit *, long *, EqSystem *)
0x002256BC	GenEqEqs(long, long, long, unsigned char, long, long, long, EqSystem *)
0x00225740	GenSumEqs(long, long *, long, EqSystem *)
0x002257B8	ReleaseEqs(EqSystem *)
0x00225810	Inserter(long, long, long, long *, unsigned char *, long *, AngCluster *, TTrend *, long, SideMap *)
0x00225BB8	PlaceAngle(long *, long *, long *, long *, long *)
0x00225C8C	AxisAngle(long, long *)
0x00225D04	StuffAxes(long *, AngCluster *, long, SideMap *)
0x00225F50	RelateAngs(long *, AngCluster *, long, SideMap *)
0x0022632C	BisectTest(AngCluster *, long, long, long)
0x00226388	MergeClusters(long, long *, AngCluster *, long, SideMap *)
0x00226584	AlignRotEqs(AngCluster *, long, TDArray *, SideMap *, EqSystem *)
0x00226A10	MemBufferPipe::FlushRead(void)
0x00226A2C	MemBufferPipe::FlushWrite(void)
0x00226A40	TTestAgent::ForkConstructor(TForkWorld *)
0x00226A78	TTestAgent::Setup(char *, char *)
0x00226B90	TTestAgent::StartCTestCase(void)
0x00226E0C	TTestAgent::ProcessTestServerCommand(unsigned long, long)
0x00227470	TTestAgent::MakeTestStore(unsigned char)
0x00227578	TTestAgent::StoreTestCommand(unsigned long)
0x0022763C	TTestAgent::StoreTestOrDataFile(unsigned long, unsigned long)
0x002277AC	TTestAgent::DoDropConnection(void)
0x00227830	TTestAgent::DoRunTestsFromStore(unsigned char)
0x00227854	MemBufferPipe::Overflow(void)
0x00227868	TTestAgent::AllocateATestReporter(TAgentReporter **)
0x002278BC	TTestAgent::GetSizeOf(void)
0x002278C4	TTestAgent::ProcessTestMgrParameters(long)
0x0022795C	TTestAgent::AEHandlerProc(TUMsgToken *, unsigned long *, TTestAgentEvent *)
0x00228374	TTestAgent::IdleProc(void)
0x002286E4	TTestAgent::AgentReportDirect(unsigned long, char *)
0x00228734	TTestAgent::StartACardTestCase(void)
0x00228B30	TMessageQueue::TMessageQueue(void)
0x00228B64	TMessageQueue::EnqueueMessage(unsigned long, FourULongs *, char const *)
0x00228C50	MemBufferPipe::Underflow(long, unsigned char &)
0x00228C5C	TMessageQueue::DequeueMessage(long *, unsigned long *, FourULongs *, char *)
0x00228D04	TMessageQueue::IsQueueEmpty(void)
0x00228D1C	TtstpPart::Install(PartId const &, SourceType, PartInfo *)
0x00228D6C	TtstpPart::Remove(PartId const &, unsigned long, long)
0x00228D8C	TTestAgentEventHandler::AEHandlerProc(TUMsgToken *, unsigned long *, TAEvent *)
0x00228DB0	TTestAgentEventHandler::IdleProc(TUMsgToken *, unsigned long *, TAEvent *)
0x00228DB8	TTestAgentEventHandler::AECompletionProc(TUMsgToken *, unsigned long *, TAEvent *)
0x00228DBC	HandleTestAgentEvent(void)
0x00228DC0	FActivateTestAgent
0x00228FC8	MemBufferPipe::Reset(void)
0x00228FFC	FDeactivateTestAgent
0x0022909C	DoNewtCTestCase(TClassInfo *, char *)
0x00229288	TNewtTestScriptEventHandler::AEHandlerProc(TUMsgToken *, unsigned long *, TAEvent *)
0x00229A44	TNewtTestScriptEventHandler::AECompletionProc(TUMsgToken *, unsigned long *, TAEvent *)
0x00229A48	TtspsPart::~TtspsPart(void)
0x00229A88	TtspsPart::TtspsPart(void)
0x00229AD0	TtspsPart::InstallFrame(RefVar const &, PartId const &, SourceType, PartInfo *)
0x00229B40	TtspsPart::RemoveFrame(RefVar const &, PartId const &, unsigned long)
0x00229B48	FTestGetParameterString
0x00229B68	TTestAgent::TTestAgent(void)
0x00229BD8	FTestGetParameterArray
0x00229D5C	FTestReportError
0x00229DE8	FTestReportMessage
0x00229E70	FStdioOn
0x00229E88	FStdioOff
0x00229EA0	FTestReadTextFile
0x00229FB0	FTestReadDataFile
0x0022A0E4	FTestFlushReportQueue
0x0022A10C	FTestMSetParameterString
0x0022A200	FTestWillCallExit
0x0022A218	TTestAgent::MainConstructor(void)
0x0022A3B0	FTestExit
0x0022A3F0	FTestMStartTestFrame
0x0022A7CC	FTestMStartTestCase
0x0022A820	FTestMGetReportMsg
0x0022A878	FTestMDropConnection
0x0022A8A4	ReplaceSpacesInString(char *, char)
0x0022A8E8	RecoverSpacesInString(char *, char)
0x0022A930	TTestAgent::MainDestructor(void)
0x0022A9BC	TTestAgent::MakeFork(void)
0x0022A9C4	TTestAgent::ForkInit(TForkWorld *)
0x0022AA04	TTestCommandQueue::TTestCommandQueue(TStore *)
0x0022AA40	TTestStoreFileList::FileNamesEqual(char *, char *)
0x0022AAD0	TTestCommandQueue::EnqueueTestCommand(unsigned long, char *, char *)
0x0022AB9C	TTestCommandQueue::DequeueTestCommand(unsigned long *, char *, char *)
0x0022AC70	TTestStoreFileList::TTestStoreFileList(TStore *)
0x0022ACAC	TTestStoreFileList::~TTestStoreFileList(void)
0x0022ACDC	TTestStoreFileList::Add(char *, char *, unsigned long)
0x0022ADEC	TTestStoreFileList::Get(char *, char **, unsigned long *, unsigned long, unsigned long)
0x0022AF44	TTestStoreFileList::DeleteAll(void)
0x0022AFA8	TTestStoreFileList::FileNameSum(char *)
0x0022AFE0	TTestCaseTask::MainConstructor(void)
0x0022B058	TTestCaseTask::MainDestructor(void)
0x0022B0A4	TTestCaseTask::MakeFork(void)
0x0022B0DC	TTestCaseTask::Init2(unsigned long, TClassInfo *, TAgentReporter *, char *, char *)
0x0022B190	TTestCaseTask::GetSizeOf(void)
0x0022B198	TTestCaseTask::GetAgrcArgv(short *, char **)
0x0022B28C	TTestCaseTask::AEHandlerProc(TTestCaseTaskEvent *)
0x0022B390	TTestCaseTaskEventHandler::AEHandlerProc(TUMsgToken *, unsigned long *, TAEvent *)
0x0022B3B8	TTestCaseTaskEventHandler::AECompletionProc(TUMsgToken *, unsigned long *, TAEvent *)
0x0022B414	TTestReporter::TTestReporter(unsigned long, unsigned long, unsigned long)
0x0022B46C	TTestReporter::~TTestReporter(void)
0x0022B478	TTestReporter::SendToTestAgent(unsigned long, char *, long)
0x0022B544	TTestReporter::TestReportError(char *, char *, long)
0x0022B640	TTestReporter::TestReportErrorValues(char *, char *, long, long)
0x0022B760	TTestReporter::TestReportMessage(char *, char *)
0x0022B804	TTestReporter::TestFPrintf(int, char const *,...)
0x0022B880	TTestReporter::TestReadDataFile(char *, long, long *, char **)
0x0022BBA8	TTestReporter::TestFlushReportQueue(void)
0x0022BBB8	TTrend::Make(long) static
0x0022BC28	TTrend::ITrend(long)
0x0022BC78	TTrend::FindCluster(long)
0x0022BCE8	TTrend::NewCluster(long, long)
0x0022BDB0	BeforeCluster(Cluster *, long)
0x0022BDC8	InCluster(Cluster *, long)
0x0022BDE0	VarStretch(long)
0x0022BE04	TTrend::Dispose(void)
0x0022BE08	TTrend::AddToCluster(long, long)
0x0022BFCC	TTrend::AddToTrend(long, long *, unsigned char)
0x0022C248	TTrend::Attach(long, long)
0x0022C3A4	TTrend::Merge(long, Cluster *, Cluster *)
0x0022C610	TTrend::MergeCheck(long, Bias)
0x0022C778	TTypeAssoc::Make(void) static
0x0022C7E0	TTypeAssoc::ITypeAssoc(void)
0x0022C7EC	TTypeAssoc::IDispose(void)
0x0022C878	TTypeAssoc::Copy(void)
0x0022C8D0	TTypeAssoc::AddAssoc(Assoc *)
0x0022C998	TTypeAssoc::MergeAssoc(TTypeAssoc *)
0x0022CA18	TTypeAssoc::GetAssoc(unsigned long)
0x0022CA20	TTypeAssoc::Dump(TMsg *)
0x0022CA94	TTypeList::Make(void) static
0x0022CAFC	TTypeList::ITypeList(void)
0x0022CB34	TTypeList::AddType(unsigned long)
0x0022CB64	TTypeList::AddUnique(unsigned long)
0x0022CBD8	TTypeList::FindType(unsigned long)
0x0022CC2C	TTypeList::GetType(unsigned long)
0x0022CC4C	TTypeList::Dump(TMsg *)
0x0022CCB0	TUnit::TUnit(void)
0x0022CCF0	TUnitList::Make(void) static
0x0022CD58	TUnitList::IUnitList(void)
0x0022CD64	TUnitList::Purge(void)
0x0022CDAC	TUnitList::AddUnit(TUnit *)
0x0022CDDC	TUnitList::AddUnique(TUnit *)
0x0022CE4C	TUnitList::GetUnit(unsigned long)
0x0022CE74	TUnitList::Dump(TMsg *)
0x0022CED0	TUnitPublic::TUnitPublic(TUnit *, unsigned long)
0x0022CF60	TUnitPublic::~TUnitPublic(void)
0x0022CFC8	TUnitPublic::CaretType(void)
0x0022D01C	TUnitPublic::GesturePoint(long)
0x0022D0A8	CountGesturePoints(TUnitPublic *)
0x0022D0B8	TUnitPublic::GestureAngle(void)
0x0022D18C	TUnitPublic::ContextID(void)
0x0022D198	TUnitPublic::RoughShape(void)
0x0022D1D8	TUnitPublic::CleanShape(void)
0x0022D234	TUnitPublic::ShapeType(void)
0x0022D268	TUnitPublic::MakeWordList(unsigned char, unsigned char)
0x0022D678	TUnitPublic::GetType(void)
0x0022D684	TUnitPublic::WordInfo(void)
0x0022D6C4	TUnitPublic::ExtractWords(void)
0x0022D6F8	TUnitPublic::Word(void)
0x0022D71C	TUnitPublic::WordScore(void)
0x0022D740	TUnitPublic::Words(void)
0x0022D764	TUnitPublic::SetWordBase(void)
0x0022D870	TUnitPublic::Strokes(void)
0x0022D8B4	TUnitPublic::TrainingData(void)
0x0022D934	TUnitPublic::StartTime(void)
0x0022D940	TUnitPublic::FindView(unsigned long)
0x0022DA68	TUnitPublic::EndTime(void)
0x0022DAA0	TUnitPublic::SetViewHit(TView *, unsigned long)
0x0022DAAC	TUnitPublic::InputMask(void)
0x0022DAE8	TUnitPublic::Cleanup(void)
0x0022DB28	TUnitPublic::RequiredMask(void)
0x0022DB84	TUnitPublic::IsTap(void)
0x0022DBDC	TUnitPublic::Stroke(void)
0x0022DC28	TUnitPublic::Bounds(TRect *)
0x0022DCFC	TUnitPublic::Invalidate(void)
0x0022DE2C	AdjustForInk(TRect *)
0x0022DEA4	TUnit::~TUnit(void)
0x0022DEE4	TUnit::SubCount(void)
0x0022DEEC	TUnit::InterpretationCount(void)
0x0022DEF4	TUnit::GetBestInterpretation(void)
0x0022DEFC	TUnit::GetAreas(void)
0x0022DF78	TUnit::SetAreas(TAreaList *)
0x0022E014	TUnit::GetArea(void)
0x0022E054	TUnit::SetDelay(unsigned long)
0x0022E070	TUnit::DumpName(TMsg *)
0x0022E0D8	TUnit::Dump(TMsg *)
0x0022E210	TUnit::MarkUnit(TUnitList *, unsigned long)
0x0022E248	TUnit::ClaimUnit(TUnitList *)
0x0022E254	TUnit::Invalidate(void)
0x0022E25C	TUnit::CountStrokes(void)
0x0022E264	TUnit::GetStroke(unsigned long)
0x0022E26C	TUnit::GetAllStrokes(void)
0x0022E274	TUnit::OwnsStroke(void)
0x0022E27C	TUnit::ContextID(void)
0x0022E284	TUnit::SetContextID(unsigned long)
0x0022E288	TUnit::SetBBox(FRect *)
0x0022E298	TUnit::GetBBox(FRect *)
0x0022E2BC	TUnit::IUnit(TDomain *, unsigned long, unsigned long, TArray *)
0x0022E374	CountStrokes(TUnit *)
0x0022E454	MarkStrokes(TUnit *, char *, long)
0x0022E52C	TUnit::Dispose(void)
0x0022E560	TUnit::IDispose(void)
0x0022E58C	TUnit::DoneUsingUnit(void)
0x0022E594	TUnit::SizeInBytes(void)
0x0022E5E4	TUnit::Clone(void)
0x0022E5F4	TUnit::Release(void)
0x0022E61C	TVRemoteIRTool::TVRemoteIRTool(unsigned long)
0x0022E66C	TVRemoteIRTool::GetToolName(void)
0x0022E680	TVRemoteIRTool::IHReqHandler(void)
0x0022E69C	TVRemoteIRTool::DoInput(void)
0x0022E6B4	TVRemoteIRTool::AddDefaultOptions(TOptionArray *)
0x0022E6F8	TVRemoteIRTool::AddCurrentOptions(TOptionArray *)
0x0022E734	TVRemoteIRTool::ProcessOptionStart(TOption *, unsigned long, unsigned long)
0x0022E7B0	TVRemoteIRTool::PacketSentInt(void)
0x0022E7B8	TVRemoteIRTool::TaskConstructor(void)
0x0022E818	TVRemoteIRTool::TaskDestructor(void)
0x0022E81C	TVRemoteIRTool::GetSizeOf(void)
0x0022E824	TVRemoteIRTool::AllocateBuffers(void)
0x0022E888	TVRemoteIRTool::ConnectStart(void)
0x0022E8AC	TVRemoteIRTool::TurnOnSerChip(void)
0x0022E918	TVRemoteIRTool::DoOutput(void)
0x0022EA44	TVRemoteIRTool::StartIRTransmit(void)
0x0022EAA0	TVRemoteService::Sizeof(void) static
0x0022EAA8	TVRemoteService::New(void)
0x0022EAAC	TVRemoteService::Delete(void)
0x0022EAB0	TVRemoteService::Start(TOptionArray *, unsigned long, TServiceInfo *)
0x0022EB20	TVRemoteService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x0022EB28	TWordList::TWordList(void)
0x0022EB8C	TWordList::~TWordList(void)
0x0022EBC4	TWordList::Ith(long, long *, long *)
0x0022EC20	TWordList::Score(long)
0x0022EC2C	TWordList::Label(long)
0x0022EC3C	TWordList::SwapSingleCharacterGuesses(long, long)
0x0022EC90	TWordList::InsertLast(unsigned short **, long, long)
0x0022ED60	TWordList::ScanTo(long)
0x0022EDB0	TWordList::operator new(unsigned int) static
0x0022EDE0	TWordList::operator delete(void *, unsigned int) static
0x0022EE08	TryStringLength(void)
0x0022EE14	ClearTryString(void)
0x0022EE38	AddTryString(unsigned short)
0x0022EED8	InTryString(unsigned short)
0x0022EF20	IsSlash(unsigned short)
0x0022EF3C	IsCircular(unsigned short)
0x0022EF60	IsLinear(unsigned short)
0x0022EF8C	Wstrlen(unsigned short *)
0x0022EFBC	TWordList::BubbleGuess(unsigned short, unsigned char (*)(unsigned short), long)
0x0022F0A8	TWordList::Reorder(void)
0x0022F190	Wstrcpy(unsigned short *, unsigned short *)
0x0022F1CC	TWordList::Find(unsigned short **)
0x0022F258	TWordList::Word(long)
0x0022F2B0	TWordList::Count(void)
0x0022F2B8	TXAdvancedRuler::TXAdvancedRuler(void)
0x0022F314	TXAdvancedRuler::FreeData(void)
0x0022F350	TXAdvancedRuler::GetAttributesValues(TXAttrValues *)
0x0022F424	TXAdvancedRuler::SetTabs(TXTabsArray const *)
0x0022F4AC	TXAdvancedRuler::Assign(TXAttrObject const *)
0x0022F50C	TXAdvancedRuler::SetAttributeValue(unsigned long, void const *)
0x0022F5A8	TXAdvancedRuler::UpdateAttribute(unsigned long, void const *, long)
0x0022F6E0	TXAdvancedRuler::GetLineLeftBlanks(unsigned char) const
0x0022F6F4	TXAdvancedRuler::GetLineRightBlanks(void) const
0x0022F700	TXAdvancedRuler::CalcPendingTabWidth(TXPendingTab const &, long, long) const
0x0022F754	TXAdvancedRuler::GetTabWidth(long, long, TXPendingTab *) const
0x0022F808	TXAdvancedRuler::AdjustLineHeight(TXLineHeightInfo *) const
0x0022F834	TXAdvancedRuler::CreateNew(void) const
0x0022F83C	TabKindSymbolToNum(RefVar const &)
0x0022F8C4	FromObject(RefVar const &, TXTabsArray **)
0x0022FA14	TXGetRulerAttrValues(RefVar const &)
0x0022FCEC	TXAdvancedRuler::GetNSObject(void) const
0x0022FF58	TXAdvancedRuler::SetNSObject(RefVar const &)
0x002300EC	TXTabsArray::TXTabsArray(void)
0x00230134	TXTabsArray::~TXTabsArray(void)
0x00230174	TXTabsArray::InsertTab(TXTab)
0x002301BC	TXTabsArray::RemoveTab(long)
0x002301C8	TXTabsArray::SearchTab(int, long *) const
0x00230234	TXAdvancedRuler::Reference(void)
0x00230288	TXTabsArray::WidthToTab(long) const
0x00230368	TXTabsArray::IsEqual(TXTabsArray const *) const
0x00230420	TXTabsArray::GetIndTab(long) const
0x0023046C	TXAdvancedRuler::GetClassId(void) const
0x00230478	TXAdvancedRuler::GetAttributeFlags(unsigned long) const
0x002304DC	TXAdvancedRuler::EqualTabs(TXTabsArray const *) const
0x00230508	TXAdvancedRuler::GetCommonAttrValue(unsigned long, void *) const
0x002305C4	TXAdvancedRuler::IsEqual(TXAttrObject const *) const
0x00230648	TXAdvancedRuler::GetAttributeValue(unsigned long, void *) const
0x002306C8	TXArray::TXArray(unsigned char, int)
0x00230740	TXArray::~TXArray(void)
0x0023078C	TXArray::Remove(long, long)
0x002307F0	TXArray::Replace(long, long, void const *, long)
0x00230874	TXArray::SetPhysicalCount(long)
0x002308B8	TXArray::Reserve(long)
0x002308EC	TXArray::SetCount(long)
0x0023093C	TXArray::Compact(void)
0x00230944	TXLongTagArray::TXLongTagArray(unsigned char, int)
0x00230994	TXLongTagArray::~TXLongTagArray(void)
0x002309D4	TXLongTagArray::Search(long, long *) const
0x00230A94	TXLongTagArray::SearchBigger(long) const
0x00230AE0	TXArray::Lock(unsigned char)
0x00230B2C	TXLongTagArray::AddToElements(long, long, long)
0x00230B8C	TXRanges::TXRanges(unsigned char, int)
0x00230BDC	TXRanges::FreeData(unsigned char)
0x00230C0C	TXRanges::GetRangeEnd(long) const
0x00230C30	TXRanges::GetRangeStart(long) const
0x00230C58	TXRanges::GetRangeLen(long) const
0x00230C8C	TXRanges::GetRangeBounds(long, TXOffsetPair *) const
0x00230CC8	TXRanges::SetRangeEnd(long, long)
0x00230CE4	TXRanges::AddToRangeEnd(long, long)
0x00230D08	TXRanges::IsRangeStart(long, long) const
0x00230D60	TXArray::Unlock(void)
0x00230D84	TXRanges::GetLastRangeEnd(void) const
0x00230DB0	TXRanges::OffsetToRangeIndex(TXOffset) const
0x00230E14	TXRanges::SectRanges(long, long, TXSectRanges *) const
0x00230F74	TXArray::GetElementPtr(long) const
0x00230F8C	TXArray::GetLastElementPtr(void) const
0x00230F98	TXArray::Stuff(long, void const *, long)
0x00230FCC	TXArray::CopyTo(long, long, void *) const
0x00230FFC	TXArray::Insert(void const *, long, long)
0x002310C8	TXArray::CheckUnusedCount(void)
0x002310E4	TXAttrObject::TXAttrObject(void)
0x00231120	TXAttrObject::~TXAttrObject(void)
0x00231138	TXAttrObject::GetAttributeFlags(unsigned long) const
0x00231140	TXAttrObject::UpdateAttribute(unsigned long, void const *, long)
0x00231148	TXAttrObject::Update(TXAttrValues const *, long)
0x002311DC	TXAttrObject::GetCommonAttrValue(unsigned long, void *) const
